0.001023465	0.00664389
0.001037035	0.00674615
0.001046555	0.006846405
0	0
-0.659961	-0.099698
-0.65693	-0.0979875
-0.656149	-0.080425
-0.668478	-0.0422925
-0.7162815	0.012951
-0.8433445	0.069914
-1.141	0.0167
0	0
0	0
-0.0170955	-0.432386
-0.0569765	-0.13428205
-0.049622745	0.036559
0.01709155	0.14737665
0.11106885	0.1723785
0.16637025	0.14762175
0.185482	0.10087705
0.166042	0.05948195
0.13478905	0.0511108
0.1140396	0.06254385
0.1074705	0.07850205
0.110419	0.0902858
0.1166255	0.09509865
0.120953	0.09297395
0.11942185	0.0880791
0.1132198	0.0859489
0.1062681	0.0886126
0.10154985	0.09467515
0.10050345	0.1017756
0.1029092	0.10812575
0.1073946	0.1112707
0.11169725	0.1111128
0.11424265	0.1099643
0.1161312	0.1090183
0.11834745	0.1082323
0.12089045	0.1079884
0.1245899	0.10846125
0.13006605	0.1072448
0.1338704	0.10350605
0.13619985	0.1021085
0.1427786	0.1025546
0.153563	0.0949154
0.1506463	0.0811457
0.1567476	0.10716235
0.203355	0.082553
0.1591926	0.013214
0.061537	0.0426005
-0.0174815	0.174944
-0.123332	0.474648
0	0
0	0
-0.967825	-0.4978005
-0.677942	-0.3951435
-0.6014325	-0.27631
-0.5984445	-0.199111
-0.6204745	-0.1566595
-0.6449095	-0.141337
-0.6632885	-0.142725
0	0
0.00153175	0.006155545
0.00153965	0.00606641
0.00102067	0.00672125
0.00103138	0.00682552
0	0
-0.671714	-0.0957695
-0.6678695	-0.1076855
-0.650762	-0.112242
-0.6249835	-0.092777
-0.604995	-0.032686
-0.6160815	0.076149
-0.699724	0.2656235
0	0
0	0
0	0
0	0
0.1023461	-0.0702846
0.059305027	0.02379285
0.07301255	0.089446
0.10874435	0.11625535
0.13875055	0.1134717
0.150979	0.09581475
0.146455	0.0777284
0.1334135	0.07057015
0.1217985	0.0734906
0.1157305	0.0807594
0.114631	0.08749815
0.1157875	0.0913968
0.116544	0.0922374
0.1150474	0.09168305
0.11151135	0.0919597
0.1074366	0.09425065
0.1043421	0.09822945
0.103212	0.102779
0.10401485	0.10683745
0.1061306	0.1093074
0.1086569	0.11006385
0.11082875	0.1098468
0.1128429	0.10920225
0.11508935	0.1084029
0.11777905	0.10763115
0.12114735	0.10668335
0.1251904	0.10501245
0.1291342	0.1025094
0.133163	0.10023025
0.1384178	0.09759565
0.1440905	0.09280245
0.147616	0.08831035
0.1541135	0.08891105
0.1617675	0.078189
0.1486137	0.0665439
0.12679255	0.091607635
0.147404	0.1697265
0	0
0	0
0	0
0	0
-0.442744	-0.4904745
-0.4734735	-0.2702205
-0.5318055	-0.1606315
-0.59623	-0.1129395
-0.646763	-0.108476
-0.6761895	-0.1237935
-0.687516	-0.140199
0	0
0.00156249	0.00615168
0.001013985	0.006797775
0	0
-0.675617	-0.0794505
-0.6893725	-0.09356
-0.6897575	-0.121795
-0.6566075	-0.1510525
-0.587933	-0.1464815
-0.5097715	-0.071344
-0.453285	0.071038
-0.4037465	0.2942695
-0.4146605	0.522145
0	0
0	0
0	0
0.1549388	0.0060167
0.1141178	0.04009415
0.106863	0.07320435
0.1168485	0.09178295
0.12969805	0.095609
0.1363205	0.090486885
0.135552	0.083312755
0.1298815	0.07954199
0.123481	0.0803291
0.1188985	0.0839027
0.1165585	0.08798625
0.115513	0.0911798
0.1145485	0.0931341
0.1127635	0.09442215
0.1101354	0.095935
0.107268	0.09824595
0.10490945	0.1012788
0.10363585	0.10451095
0.10351855	0.10735805
0.10433185	0.10926855
0.10569945	0.1101223
0.1072619	0.110139
0.10901825	0.10957335
0.1111143	0.1086279
0.11366475	0.1074148
0.1167415	0.1058515
0.1203215	0.1038221
0.124208	0.1013143
0.1283898	0.09856465
0.1330213	0.09539315
0.1377805	0.09160475
0.1422065	0.0879278
0.1469865	0.08495645
0.1504672	0.0802075
0.1504443	0.07865215
0.15487785	0.08796385
0.18562595	0.0987835
0	0
0	0
0	0
-0.00071452	-0.60506
-0.15142885	-0.3520245
-0.3211878	-0.170018
-0.4578995	-0.0607685
-0.5862355	-0.0252755
-0.673256	-0.056471
-0.7074045	-0.1053925
-0.7067	-0.137914
-0.697608	-0.149711
0	0
0	0
-0.6551255	-0.060285
-0.683974	-0.0575265
-0.719245	-0.0751725
-0.745762	-0.1310525
-0.706458	-0.2248415
-0.559047	-0.2753525
-0.3847665	-0.175928
-0.2766885	-0.004528
-0.17888665	0.1750905
-0.0003175	0.312894
0.237563	0.156459
0	0
0.2011285	0.0684065
0.161325	0.05208295
0.134825	0.059343645
0.1240275	0.07296025
0.123826	0.08326945
0.1276515	0.08749795
0.130156	0.087124075
0.1297325	0.08496637
0.1268005	0.08370397
0.1229715	0.08440703
0.119545	0.0866914
0.1169825	0.089618
0.1150395	0.09243715
0.1132205	0.0948513
0.1111115	0.096984
0.1086715	0.0991483
0.106165	0.10156985
0.10397	0.1042002
0.1024308	0.1067724
0.1016446	0.10894875
0.1015725	0.1104273
0.10207745	0.1111138
0.1030223	0.1110494
0.10438065	0.11036025
0.10620375	0.10917415
0.1085374	0.1075822
0.11140035	0.10559105
0.1147699	0.10319185
0.11856595	0.1004268
0.122706	0.0973614
0.12715555	0.09399575
0.13176505	0.0903834
0.1363505	0.0867638
0.140915	0.083411
0.1451271	0.0800385
0.14958575	0.0781681
0.15698455	0.07781005
0.168954	0.0722299
0.1673295	0.05310275
0	0
0.2170765	0.1397765
0.2123115	-0.133264
-0.01102925	-0.120978
-0.189083	-0.0032
-0.38335424	0.1156535
-0.6186525	0.1345805
-0.761525	0.01114
-0.7724845	-0.1076305
